user_id,signup_date,plan_type,portfolio_size,annual_revenue,is_active,nps_score,support_tickets_last_90d,success_manager_assigned,csm_id,renewal_due_date
1396,2024-08-06,starter,30,559.93,True,69.0,0,1,CSM002,2026-08-06
1397,2024-06-18,starter,20,399.59,True,62.0,0,1,CSM009,2026-06-18
1398,2025-02-26,pro,20,1316.66,True,80.0,5,1,CSM011,2026-02-26
1399,2024-09-28,starter,3,291.64,True,,0,0,,2026-09-28
1400,2023-11-18,starter,2,401.73,True,21.0,0,0,,2025-11-18
1401,2024-01-24,pro,1,2707.04,True,-7.0,0,1,CSM013,2026-01-24
1402,2024-03-24,pro,2,2064.06,True,29.0,1,1,CSM007,2026-03-24
1403,2024-11-05,pro,20,1108.6,True,35.0,1,1,CSM006,2025-11-05
1404,2024-12-08,pro,20,2450.33,True,-4.0,1,1,CSM004,2025-12-08
1405,2025-03-18,pro,1,2323.79,True,68.0,2,1,CSM006,2026-03-18
1406,2024-06-26,starter,50,253.38,True,38.0,0,1,CSM003,2026-06-26
1407,2025-05-14,starter,10,562.75,True,20.0,2,0,,2026-05-14
1408,2024-05-23,starter,15,501.51,False,0.0,2,0,,2025-08-12
1409,2025-04-05,starter,1,379.99,True,37.0,2,1,CSM001,2026-04-05
1410,2024-06-28,pro,50,800.17,True,62.0,0,1,CSM004,2026-06-28
1411,2025-06-06,starter,1,549.71,True,36.0,2,1,CSM009,2026-06-06
1412,2024-11-19,pro,3,1139.13,True,25.0,0,1,CSM008,2025-11-19
1413,2025-02-22,pro,10,2128.12,True,-8.0,6,1,CSM012,2026-02-22
1414,2025-06-13,pro,10,1566.55,False,-31.0,5,1,CSM007,2025-09-16
1415,2024-07-26,premium,15,6783.4,True,9.0,3,1,CSM008,2026-07-26
1416,2024-03-27,pro,60,3067.17,False,-30.0,1,0,,2025-08-25
1417,2023-11-04,starter,1,219.89,True,-14.0,0,0,,2025-11-04
1418,2024-02-20,starter,25,233.49,True,,0,0,,2026-02-20
1419,2023-08-25,starter,10,248.29,True,44.0,0,0,,2026-08-25
1420,2025-05-01,starter,40,272.71,False,-26.0,5,1,CSM007,2025-08-13
1421,2023-08-31,pro,25,1896.06,False,-22.0,0,1,CSM013,2025-09-24
1422,2024-08-02,premium,40,8867.12,True,75.0,0,1,CSM014,2026-08-02
1423,2023-09-20,starter,50,708.65,True,67.0,0,0,,2026-09-20
1424,2024-05-26,starter,40,500.38,False,-17.0,0,0,,2025-08-17
1425,2025-03-13,pro,2,2023.74,True,-43.0,2,0,,2026-03-13
1426,2024-08-31,starter,15,556.23,True,40.0,0,0,,2026-08-31
1427,2025-05-20,starter,40,172.28,False,-8.0,3,0,,2025-09-04
1428,2024-01-23,premium,40,16417.03,True,38.0,1,1,CSM006,2026-01-23
1429,2023-11-16,premium,60,15663.79,True,3.0,0,1,CSM009,2025-11-16
1430,2023-08-31,pro,5,2169.82,True,22.0,1,1,CSM002,2026-08-31
1431,2025-04-06,pro,0,2699.39,True,29.0,0,1,CSM014,2026-04-06
1432,2024-06-24,starter,30,354.98,True,50.0,0,0,,2026-06-24
1433,2023-08-27,starter,4,338.62,True,35.0,0,0,,2026-08-27
1434,2024-04-09,starter,25,204.21,False,88.0,0,1,CSM008,2025-09-05
1435,2024-12-06,starter,1,263.06,True,79.0,0,0,,2025-12-06
1436,2025-03-04,starter,5,482.72,True,36.0,0,1,CSM006,2026-03-04
1437,2023-10-12,starter,20,514.3,True,14.0,1,0,,2025-10-12
1438,2024-05-09,pro,2,2149.32,False,-41.0,0,1,CSM014,2025-09-22
1439,2025-01-24,starter,4,349.56,True,47.0,0,1,CSM014,2026-01-24
1440,2024-07-31,starter,2,332.24,False,-37.0,1,0,,2025-09-24
1441,2024-02-01,starter,60,559.26,False,-41.0,0,0,,2025-08-09
1442,2025-03-30,starter,40,464.36,True,36.0,2,0,,2026-03-30
1443,2025-03-31,pro,20,1353.12,True,,5,1,CSM001,2026-03-31
1444,2025-06-02,starter,15,522.62,True,5.0,1,0,,2026-06-02
1445,2024-03-05,pro,80,1415.59,False,,0,1,CSM003,2025-08-14
1446,2023-12-07,premium,4,8159.12,True,48.0,0,1,CSM008,2025-12-07
1447,2024-09-21,starter,25,466.5,False,,1,1,CSM004,2025-09-10
1448,2024-12-01,premium,1,12297.84,False,-5.0,2,1,CSM015,2025-09-17
1449,2025-02-09,premium,20,5822.15,True,33.0,4,1,CSM003,2026-02-09
1450,2024-03-23,pro,3,1495.95,True,40.0,0,1,CSM001,2026-03-23
1451,2025-03-06,starter,0,192.53,True,6.0,0,1,CSM015,2026-03-06
1452,2024-01-28,pro,60,2504.6,False,11.0,0,0,,2025-09-01
1453,2024-10-21,starter,4,524.43,True,39.0,0,0,,2025-10-21
1454,2024-06-12,pro,100,2025.93,False,-11.0,0,0,,2025-08-30
1455,2025-06-30,pro,25,2447.11,False,-53.0,3,0,,2025-09-10
1456,2024-03-26,premium,25,5747.83,True,30.0,0,1,CSM003,2026-03-26
1457,2023-10-09,pro,25,2621.75,True,7.0,0,1,CSM005,2025-10-09
1458,2024-03-06,starter,100,593.59,True,-16.0,0,0,,2026-03-06
1459,2023-09-09,pro,3,1337.54,False,-28.0,1,0,,2025-09-12
1460,2024-03-04,starter,100,551.78,False,-31.0,0,0,,2025-08-05
1461,2024-04-19,starter,4,371.5,True,36.0,0,1,CSM007,2026-04-19
1462,2024-08-12,starter,2,321.05,True,43.0,0,0,,2026-08-12
1463,2025-05-11,pro,60,2646.74,False,46.0,5,1,CSM002,2025-08-30
1464,2024-02-10,premium,2,8484.92,True,-27.0,1,1,CSM004,2026-02-10
1465,2025-03-17,starter,10,402.0,False,,5,0,,2025-08-12
1466,2023-11-23,starter,50,667.99,True,31.0,0,1,CSM013,2025-11-23
1467,2023-12-26,pro,4,2887.55,True,-1.0,0,1,CSM004,2025-12-26
1468,2024-05-30,pro,30,954.9,True,21.0,0,1,CSM007,2026-05-30
1469,2024-11-29,starter,20,470.98,False,-15.0,3,0,,2025-09-01
1470,2024-08-29,starter,25,238.2,False,-29.0,1,0,,2025-08-31
1471,2025-06-27,pro,2,1080.36,True,4.0,1,1,CSM003,2026-06-27
1472,2024-12-04,starter,25,442.55,False,25.0,1,0,,2025-08-17
1473,2024-08-20,starter,50,234.52,True,-1.0,0,0,,2026-08-20
1474,2024-08-18,premium,2,12904.99,True,46.0,2,1,CSM014,2026-08-18
1475,2025-04-03,pro,80,1095.7,True,24.0,2,0,,2026-04-03
1476,2024-09-19,pro,80,3794.49,True,2.0,0,1,CSM003,2026-09-19
1477,2024-02-28,starter,4,275.39,True,18.0,1,1,CSM004,2026-02-28
1478,2024-05-09,pro,80,3089.41,False,-36.0,0,1,CSM003,2025-09-17
1479,2023-12-22,premium,60,18371.51,True,10.0,0,1,CSM013,2025-12-22
1480,2024-07-25,pro,2,953.9,False,-17.0,0,0,,2025-08-23
1481,2024-09-14,premium,30,10419.72,True,18.0,3,1,CSM015,2026-09-14
1482,2023-10-22,starter,80,176.12,True,-36.0,0,0,,2025-10-22
1483,2024-06-25,starter,40,397.77,False,24.0,0,1,CSM009,2025-08-11
1484,2024-11-09,starter,2,579.53,True,7.0,0,0,,2025-11-09
1485,2024-06-02,starter,5,171.97,True,9.0,1,0,,2026-06-02
1486,2025-01-03,starter,15,276.96,True,12.0,1,0,,2026-01-03
1487,2025-07-04,pro,5,693.37,False,4.0,2,1,CSM010,2025-08-24
1488,2025-04-06,pro,5,2058.12,True,37.0,5,1,CSM008,2026-04-06
1489,2025-05-05,pro,2,2576.36,True,7.0,4,1,CSM005,2026-05-05
1490,2023-12-11,starter,0,311.6,True,52.0,0,0,,2025-12-11
1491,2024-01-06,pro,4,2868.83,True,65.0,0,1,CSM006,2026-01-06
1492,2025-03-16,starter,10,378.47,True,28.0,1,0,,2026-03-16
1493,2024-08-14,starter,15,493.49,False,6.0,0,0,,2025-08-22
1494,2025-06-07,pro,80,3989.4,False,-26.0,4,1,CSM003,2025-08-04
1495,2025-02-20,starter,1,345.93,True,,2,0,,2026-02-20
1496,2024-09-25,pro,5,1046.14,True,39.0,1,1,CSM007,2026-09-25
1497,2023-11-12,starter,50,275.45,True,-4.0,0,1,CSM007,2025-11-12
1498,2024-12-04,premium,40,28717.06,True,18.0,2,1,CSM006,2025-12-04
1499,2024-07-02,pro,2,1026.42,True,17.0,0,1,CSM007,2026-07-02
1500,2025-07-05,starter,25,171.32,True,42.0,3,0,,2026-07-05
1501,2023-09-16,pro,1,1819.1,True,-15.0,0,1,CSM008,2026-09-16
1502,2023-10-24,pro,80,3460.03,True,5.0,0,0,,2025-10-24
1503,2024-10-08,starter,4,431.04,False,,1,0,,2025-09-10
1504,2024-06-11,pro,20,1994.16,True,9.0,1,1,CSM012,2026-06-11
1505,2024-04-07,starter,10,295.17,False,-4.0,0,0,,2025-09-04
1506,2023-09-02,pro,15,2846.34,True,19.0,0,1,CSM008,2026-09-02
1507,2025-04-17,pro,3,2962.42,True,25.0,3,1,CSM003,2026-04-17
1508,2025-04-02,pro,5,645.83,True,38.0,6,0,,2026-04-02
1509,2024-05-19,starter,4,591.8,True,76.0,1,0,,2026-05-19
1510,2024-08-09,starter,20,183.72,True,40.0,1,0,,2026-08-09
1511,2024-11-28,pro,10,2646.9,True,64.0,0,1,CSM007,2025-11-28
1512,2024-10-17,pro,20,1899.86,True,,0,1,CSM001,2025-10-17
1513,2025-02-12,starter,15,582.3,False,0.0,1,0,,2025-09-27
1514,2024-12-03,pro,25,682.55,True,-29.0,2,1,CSM005,2025-12-03
1515,2024-07-22,starter,80,482.85,True,,0,1,CSM004,2026-07-22
1516,2023-11-05,starter,15,409.2,False,-13.0,0,0,,2025-09-09
1517,2025-06-05,premium,15,16003.29,True,88.0,4,1,CSM004,2026-06-05
1518,2025-07-20,starter,20,598.1,True,,4,0,,2026-07-20
1519,2024-11-11,pro,15,1878.27,False,-25.0,0,1,CSM003,2025-08-27
1520,2024-11-11,pro,5,2944.49,True,46.0,0,1,CSM010,2025-11-11
1521,2023-09-04,pro,3,2317.11,False,,1,1,CSM011,2025-08-18
1522,2025-02-11,starter,15,463.46,False,-47.0,1,1,CSM009,2025-09-08
1523,2025-03-07,pro,3,2648.53,True,6.0,2,1,CSM011,2026-03-07
1524,2025-01-28,pro,25,1057.92,True,35.0,3,1,CSM002,2026-01-28
1525,2025-03-11,starter,50,459.62,True,46.0,2,0,,2026-03-11
1526,2024-05-21,starter,40,402.22,True,28.0,0,1,CSM014,2026-05-21
1527,2025-04-07,premium,40,4069.1,True,52.0,6,1,CSM008,2026-04-07
1528,2024-03-02,starter,3,181.33,False,-9.0,0,1,CSM005,2025-08-31
1529,2025-04-03,starter,1,384.87,True,5.0,4,0,,2026-04-03
1530,2025-06-05,starter,3,156.44,True,53.0,3,1,CSM013,2026-06-05
1531,2024-05-17,pro,15,749.3,False,-42.0,0,1,CSM001,2025-09-21
1532,2025-05-01,starter,2,190.61,False,-32.0,4,0,,2025-09-13
1533,2025-03-21,starter,2,576.7,False,16.0,0,0,,2025-09-17
1534,2025-03-14,premium,100,6208.7,True,-3.0,8,1,CSM005,2026-03-14
1535,2025-05-25,starter,5,500.09,False,-28.0,7,1,CSM006,2025-08-10
1536,2025-02-16,premium,1,5745.8,True,52.0,5,1,CSM008,2026-02-16
1537,2024-01-02,pro,15,2834.99,False,-42.0,1,1,CSM005,2025-09-30
1538,2024-09-25,pro,25,2308.09,True,70.0,2,1,CSM003,2026-09-25
1539,2023-12-31,premium,10,8492.36,False,,1,1,CSM009,2025-09-23
1540,2024-12-25,starter,2,269.68,False,-35.0,3,0,,2025-09-26
1541,2023-08-29,starter,15,274.42,True,47.0,0,1,CSM013,2026-08-29
1542,2025-02-15,pro,1,1906.41,False,-19.0,3,1,CSM015,2025-09-17
1543,2024-06-30,starter,30,623.68,True,62.0,2,0,,2026-06-30
1544,2023-12-16,premium,60,4082.9,True,,0,1,CSM015,2025-12-16
1545,2025-05-22,starter,1,239.68,True,-5.0,4,0,,2026-05-22
1546,2024-12-02,pro,15,946.11,True,,1,1,CSM002,2025-12-02
1547,2024-05-29,starter,50,623.21,False,1.0,0,0,,2025-09-24
1548,2025-01-06,pro,20,2506.4,False,,2,1,CSM003,2025-08-21
1549,2023-11-22,starter,2,324.13,False,-57.0,0,1,CSM001,2025-09-20
1550,2024-03-16,starter,1,277.55,False,-18.0,1,1,CSM013,2025-08-14
1551,2024-03-10,starter,10,439.74,True,57.0,0,0,,2026-03-10
1552,2023-10-27,starter,1,394.04,False,-57.0,0,1,CSM013,2025-08-02
1553,2025-04-20,starter,50,387.04,True,46.0,6,0,,2026-04-20
1554,2024-02-03,starter,15,227.46,False,1.0,2,0,,2025-09-09
1555,2023-08-29,pro,4,2972.55,True,14.0,0,1,CSM001,2026-08-29
1556,2024-04-21,pro,40,2803.36,False,54.0,1,0,,2025-09-21
1557,2023-10-23,pro,3,1358.58,True,62.0,1,0,,2025-10-23
1558,2024-08-19,starter,15,557.51,True,23.0,0,0,,2026-08-19
1559,2024-03-13,pro,10,2195.46,True,40.0,0,0,,2026-03-13
1560,2023-12-24,pro,2,2720.92,True,28.0,0,1,CSM001,2025-12-24
1561,2024-06-09,starter,40,452.88,True,36.0,1,0,,2026-06-09
1562,2024-08-07,starter,25,145.9,False,1.0,0,1,CSM012,2025-09-03
1563,2025-07-22,pro,3,2271.25,False,-23.0,4,0,,2025-08-26
1564,2023-10-29,starter,10,228.21,False,-64.0,1,1,CSM010,2025-09-23
1565,2024-05-11,pro,4,1506.92,True,18.0,0,0,,2026-05-11
1566,2023-11-08,starter,60,227.68,True,39.0,0,0,,2025-11-08
1567,2025-01-31,pro,25,2215.02,False,-8.0,7,1,CSM012,2025-08-15
1568,2024-11-10,premium,80,21574.66,True,46.0,2,1,CSM011,2025-11-10
1569,2024-09-08,starter,30,350.8,True,55.0,0,0,,2026-09-08
1570,2025-07-25,starter,40,431.75,True,-12.0,7,0,,2026-07-25
1571,2024-08-17,pro,4,749.84,False,-31.0,0,1,CSM005,2025-09-04
1572,2024-03-21,premium,50,9955.15,False,12.0,0,1,CSM013,2025-08-24
1573,2025-02-21,premium,5,11885.99,True,7.0,5,1,CSM005,2026-02-21
1574,2023-10-18,starter,40,263.3,True,22.0,0,0,,2025-10-18
1575,2023-10-29,premium,25,22746.45,True,11.0,2,1,CSM014,2025-10-29
1576,2024-03-23,starter,10,289.65,False,21.0,3,0,,2025-08-03
1577,2024-06-20,starter,3,359.11,True,47.0,1,0,,2026-06-20
1578,2023-09-18,pro,20,1397.03,True,64.0,0,0,,2026-09-18
1579,2024-07-02,starter,20,378.96,False,3.0,0,0,,2025-08-26
1580,2023-12-15,premium,25,24659.93,True,16.0,0,1,CSM009,2025-12-15
1581,2025-02-06,pro,1,2180.55,False,-74.0,0,1,CSM011,2025-09-09
1582,2024-05-26,starter,3,596.22,True,85.0,1,1,CSM011,2026-05-26
1583,2024-12-08,pro,15,903.41,True,1.0,2,0,,2025-12-08
1584,2024-04-15,pro,50,1706.78,True,31.0,0,1,CSM014,2026-04-15
1585,2023-09-01,pro,3,2360.04,False,-48.0,0,1,CSM013,2025-08-07
1586,2024-03-23,pro,60,1467.73,True,3.0,1,1,CSM014,2026-03-23
1587,2024-01-18,pro,80,2444.95,False,-11.0,0,1,CSM005,2025-08-12
1588,2024-04-30,starter,1,538.07,True,53.0,0,0,,2026-04-30
1589,2024-10-01,pro,30,2601.33,True,-4.0,1,1,CSM006,2025-10-01
1590,2024-11-08,starter,5,337.16,True,,0,0,,2025-11-08
1591,2024-11-21,starter,2,138.94,False,-5.0,0,0,,2025-09-18
1592,2025-02-15,starter,3,500.58,True,45.0,2,0,,2026-02-15
1593,2024-12-24,pro,5,2494.87,False,53.0,1,0,,2025-08-20
1594,2024-11-13,pro,0,2097.96,True,,1,0,,2025-11-13
1595,2025-04-08,pro,25,2289.23,True,-2.0,2,1,CSM010,2026-04-08
1596,2025-01-16,premium,10,11929.42,True,0.0,1,1,CSM014,2026-01-16
1597,2023-09-10,starter,5,481.94,True,59.0,0,0,,2026-09-10
1598,2024-10-02,starter,50,321.24,False,33.0,0,0,,2025-09-10
1599,2024-05-12,premium,80,13119.8,True,-30.0,0,1,CSM007,2026-05-12
1600,2025-02-07,starter,10,571.57,False,-40.0,1,0,,2025-09-29
1601,2025-06-12,pro,4,2273.32,False,-23.0,4,0,,2025-09-11
1602,2025-05-30,starter,20,633.37,True,23.0,2,1,CSM003,2026-05-30
1603,2025-06-25,starter,5,235.88,True,32.0,4,1,CSM010,2026-06-25
1604,2025-02-21,starter,60,369.54,True,37.0,5,1,CSM006,2026-02-21
1605,2025-01-17,starter,4,373.51,False,-26.0,2,0,,2025-08-17
1606,2025-06-23,starter,2,177.77,True,37.0,1,0,,2026-06-23
1607,2024-05-08,starter,0,325.06,False,-53.0,0,0,,2025-08-27
1608,2023-10-25,starter,3,300.16,False,,0,0,,2025-08-30
1609,2024-08-21,starter,2,566.24,False,-25.0,0,0,,2025-09-19
1610,2025-03-01,starter,60,361.66,False,3.0,2,0,,2025-09-05
1611,2023-11-27,pro,25,941.3,True,54.0,0,1,CSM002,2025-11-27
1612,2025-06-03,starter,20,501.91,True,45.0,2,1,CSM014,2026-06-03
1613,2024-02-08,starter,80,502.88,False,22.0,0,0,,2025-08-28
1614,2024-12-03,pro,20,1268.85,True,46.0,1,1,CSM004,2025-12-03
1615,2024-08-21,starter,25,518.96,True,57.0,0,0,,2026-08-21
1616,2023-09-23,starter,2,356.52,True,38.0,1,0,,2026-09-23
1617,2024-08-18,premium,4,16583.86,True,11.0,0,1,CSM008,2026-08-18
1618,2024-08-21,premium,20,6223.75,False,-31.0,2,1,CSM006,2025-08-17
1619,2024-01-24,starter,50,709.29,True,61.0,1,0,,2026-01-24
1620,2024-04-18,starter,4,501.03,True,56.0,1,0,,2026-04-18
1621,2023-09-08,premium,10,7566.36,True,-26.0,1,1,CSM014,2026-09-08
1622,2024-09-10,pro,4,1739.17,True,,0,0,,2026-09-10
1623,2025-07-01,pro,4,856.74,False,,6,1,CSM003,2025-09-23
1624,2025-06-26,starter,15,417.29,True,75.0,6,1,CSM001,2026-06-26
1625,2024-11-17,pro,60,2061.04,True,36.0,5,1,CSM005,2025-11-17
1626,2025-02-01,starter,80,588.24,False,-11.0,4,0,,2025-09-11
1627,2025-03-11,starter,15,548.17,False,5.0,3,1,CSM013,2025-09-08
1628,2024-03-23,starter,1,206.27,False,-18.0,0,0,,2025-08-27
1629,2024-01-15,pro,4,1652.58,True,,1,1,CSM001,2026-01-15
1630,2025-07-07,premium,25,5322.87,True,41.0,6,1,CSM015,2026-07-07
1631,2024-12-30,pro,60,829.28,False,-35.0,4,1,CSM001,2025-08-22
1632,2025-06-02,premium,2,17042.58,False,-8.0,2,1,CSM002,2025-08-19
1633,2024-02-18,starter,40,469.78,False,-37.0,0,1,CSM012,2025-08-01
1634,2024-08-29,starter,50,746.89,True,-19.0,1,0,,2026-08-29
1635,2025-01-24,starter,1,134.06,True,25.0,0,0,,2026-01-24
1636,2024-11-12,starter,60,413.91,True,-34.0,1,1,CSM010,2025-11-12
1637,2025-06-18,starter,20,500.22,False,7.0,2,0,,2025-09-03
1638,2024-08-13,starter,50,500.69,True,-11.0,0,0,,2026-08-13
1639,2025-04-10,starter,25,208.46,True,76.0,2,1,CSM013,2026-04-10
1640,2025-02-15,starter,25,411.61,True,30.0,1,1,CSM005,2026-02-15
1641,2025-03-08,starter,50,708.69,False,-10.0,1,0,,2025-09-20
1642,2024-03-07,starter,30,391.79,True,36.0,0,0,,2026-03-07
1643,2024-11-20,premium,5,14084.25,True,-14.0,1,1,CSM004,2025-11-20
1644,2024-08-18,starter,5,168.4,False,,1,1,CSM001,2025-08-05
1645,2024-02-03,starter,80,449.0,True,-49.0,0,1,CSM015,2026-02-03
1646,2023-09-18,starter,4,552.66,True,30.0,0,1,CSM005,2026-09-18
1647,2024-12-25,pro,5,1356.99,True,32.0,1,1,CSM004,2025-12-25
1648,2025-01-16,starter,2,451.51,True,16.0,0,1,CSM002,2026-01-16
1649,2024-07-15,starter,5,292.29,True,19.0,0,1,CSM009,2026-07-15
1650,2025-03-24,premium,20,6033.08,True,-18.0,3,1,CSM013,2026-03-24
1651,2024-01-19,starter,3,486.08,True,65.0,0,1,CSM004,2026-01-19
1652,2024-04-15,premium,10,17444.59,True,19.0,1,0,,2026-04-15
1653,2024-11-26,starter,20,531.62,False,-52.0,1,0,,2025-09-17
1654,2024-09-29,starter,5,432.11,True,15.0,0,0,,2026-09-29
1655,2023-10-11,pro,30,1688.32,False,27.0,0,0,,2025-09-20
1656,2024-05-25,starter,15,282.51,True,-8.0,0,0,,2026-05-25
1657,2024-10-24,starter,4,475.64,True,-32.0,0,0,,2025-10-24
1658,2024-05-28,starter,30,204.19,False,-22.0,0,0,,2025-08-18
1659,2023-09-20,starter,15,155.5,False,6.0,0,1,CSM010,2025-09-19
1660,2025-01-03,pro,10,2922.69,True,34.0,2,0,,2026-01-03
1661,2025-05-22,pro,2,1190.34,False,-31.0,5,1,CSM001,2025-09-15
1662,2024-02-19,starter,100,264.03,True,65.0,1,0,,2026-02-19
1663,2024-01-02,starter,3,411.07,False,-64.0,0,0,,2025-09-13
1664,2025-07-15,premium,5,23913.68,False,-31.0,8,1,CSM002,2025-08-29
1665,2024-06-17,starter,20,559.12,False,-10.0,0,1,CSM014,2025-09-12
1666,2024-12-03,pro,60,3702.31,True,,3,0,,2025-12-03
1667,2025-02-10,starter,4,410.57,False,-53.0,1,0,,2025-09-18
1668,2024-06-15,starter,2,469.34,True,89.0,0,1,CSM003,2026-06-15
1669,2025-07-25,starter,25,252.38,True,0.0,6,1,CSM015,2026-07-25
1670,2025-05-11,starter,80,714.59,True,18.0,6,1,CSM014,2026-05-11
1671,2023-12-30,premium,10,19172.63,False,-26.0,0,1,CSM001,2025-08-05
1672,2023-10-10,starter,100,475.51,False,-29.0,1,0,,2025-09-05
1673,2024-11-03,pro,4,1708.55,True,-28.0,2,1,CSM003,2025-11-03
1674,2024-04-06,starter,50,333.66,True,25.0,0,0,,2026-04-06
1675,2024-10-31,starter,0,401.23,True,-4.0,0,0,,2025-10-31
1676,2024-03-05,starter,25,513.65,True,23.0,0,1,CSM014,2026-03-05
1677,2024-01-21,pro,50,2082.22,True,11.0,0,1,CSM005,2026-01-21
1678,2025-04-30,starter,4,523.2,True,59.0,3,0,,2026-04-30
1679,2024-03-25,premium,50,7812.68,True,22.0,1,1,CSM012,2026-03-25
1680,2024-05-07,starter,20,618.43,True,37.0,1,1,CSM015,2026-05-07
1681,2024-02-16,pro,4,1545.48,True,52.0,0,1,CSM003,2026-02-16
1682,2024-03-02,starter,1,561.28,False,,1,1,CSM001,2025-09-26
1683,2025-07-24,starter,25,457.52,False,,5,1,CSM002,2025-08-14
1684,2023-11-29,premium,5,19646.32,True,0.0,0,1,CSM013,2025-11-29
1685,2024-02-27,starter,15,625.37,True,-8.0,0,0,,2026-02-27
1686,2023-10-28,pro,3,1948.85,True,13.0,0,0,,2025-10-28
1687,2024-04-10,premium,0,20319.84,True,34.0,0,1,CSM001,2026-04-10
1688,2025-02-26,pro,2,2751.06,False,-41.0,3,1,CSM001,2025-08-27
1689,2024-11-25,pro,20,720.32,True,83.0,0,0,,2025-11-25
1690,2024-09-24,pro,2,2025.85,True,21.0,0,0,,2026-09-24
1691,2024-06-21,starter,4,388.88,True,32.0,1,0,,2026-06-21
1692,2025-03-12,starter,20,650.45,True,8.0,3,0,,2026-03-12
1693,2024-02-20,starter,4,504.17,True,53.0,0,0,,2026-02-20
1694,2025-02-23,pro,10,2511.04,False,-43.0,1,1,CSM007,2025-09-19
1695,2025-06-21,starter,5,257.06,True,,1,0,,2026-06-21
1696,2023-10-25,starter,40,363.96,True,19.0,0,0,,2025-10-25
1697,2024-09-30,starter,5,255.41,True,54.0,0,1,CSM007,2025-09-30
1698,2024-11-05,starter,4,550.4,True,33.0,1,1,CSM004,2025-11-05
1699,2023-11-11,starter,100,444.81,True,-8.0,0,0,,2025-11-11
1700,2024-08-19,pro,3,2379.95,False,,0,0,,2025-08-09
1701,2025-05-12,starter,20,328.61,True,57.0,4,0,,2026-05-12
1702,2023-10-24,pro,20,727.76,False,-6.0,0,0,,2025-09-29
1703,2023-10-06,starter,5,267.82,False,,0,1,CSM001,2025-08-05
1704,2025-04-12,starter,30,225.17,True,,2,1,CSM015,2026-04-12
1705,2025-05-10,pro,30,1504.83,True,81.0,2,0,,2026-05-10
1706,2023-12-26,starter,10,328.86,False,-19.0,0,1,CSM009,2025-09-07
1707,2023-11-22,starter,4,281.06,False,-37.0,1,1,CSM005,2025-09-26
1708,2024-02-09,pro,2,818.93,True,33.0,0,1,CSM011,2026-02-09
1709,2024-04-12,premium,50,27921.0,True,3.0,1,1,CSM004,2026-04-12
1710,2025-02-11,pro,100,3094.17,True,76.0,8,1,CSM011,2026-02-11
1711,2023-12-09,starter,4,321.91,False,21.0,0,0,,2025-09-11
1712,2024-09-05,starter,4,581.2,False,-42.0,2,1,CSM010,2025-08-18
1713,2024-06-15,starter,20,208.8,True,21.0,1,1,CSM006,2026-06-15
1714,2025-02-08,starter,40,341.74,False,-5.0,3,1,CSM015,2025-08-16
1715,2023-12-11,starter,50,637.24,True,67.0,0,0,,2025-12-11
1716,2024-04-19,pro,30,969.53,True,-13.0,0,1,CSM015,2026-04-19
1717,2024-04-01,starter,25,509.45,True,33.0,0,1,CSM005,2026-04-01
1718,2024-06-03,pro,20,2125.94,True,-14.0,0,1,CSM008,2026-06-03
1719,2024-05-05,starter,0,153.75,True,64.0,2,1,CSM012,2026-05-05
1720,2025-04-24,pro,10,2285.33,True,-2.0,3,1,CSM012,2026-04-24
1721,2024-06-21,pro,25,2103.1,False,-55.0,0,1,CSM014,2025-09-04
1722,2024-09-16,starter,4,395.26,False,,0,0,,2025-08-22
1723,2023-10-27,starter,3,189.4,False,-27.0,0,0,,2025-08-19
1724,2024-12-08,premium,5,4187.92,True,39.0,3,1,CSM011,2025-12-08
1725,2023-09-01,pro,15,3040.15,True,-15.0,0,1,CSM005,2026-09-01
1726,2024-05-15,starter,0,373.19,True,7.0,1,0,,2026-05-15
1727,2025-05-17,premium,30,22984.64,True,18.0,6,1,CSM008,2026-05-17
1728,2023-08-28,pro,25,1496.33,False,-44.0,0,1,CSM006,2025-09-01
1729,2025-01-18,premium,3,3787.5,True,36.0,5,1,CSM009,2026-01-18
1730,2024-06-25,pro,3,1706.77,False,-66.0,0,1,CSM013,2025-09-27
1731,2024-09-22,premium,3,3198.74,False,,0,0,,2025-08-29
1732,2025-05-14,pro,5,1968.65,True,41.0,4,0,,2026-05-14
1733,2023-08-31,pro,80,3606.57,True,24.0,2,1,CSM003,2026-08-31
1734,2024-05-12,pro,5,726.44,True,57.0,0,1,CSM004,2026-05-12
1735,2023-11-19,starter,60,405.74,False,-23.0,0,1,CSM010,2025-08-16
1736,2024-02-04,pro,3,1692.35,True,,0,1,CSM003,2026-02-04
1737,2024-09-05,pro,3,1900.84,True,59.0,0,0,,2026-09-05
1738,2024-09-06,premium,10,24232.99,True,43.0,2,1,CSM007,2026-09-06
1739,2025-01-15,starter,2,181.16,False,-1.0,0,0,,2025-08-09
1740,2024-04-23,pro,2,2834.81,True,94.0,0,1,CSM014,2026-04-23
1741,2024-12-03,premium,25,8611.03,True,35.0,3,1,CSM002,2025-12-03
1742,2024-01-27,starter,5,263.92,True,26.0,0,0,,2026-01-27
1743,2023-09-05,starter,25,498.83,False,-23.0,0,0,,2025-08-25
1744,2024-09-21,pro,3,2007.11,True,39.0,0,0,,2026-09-21
1745,2024-11-09,starter,4,349.51,False,11.0,0,0,,2025-09-22
